linea,tiempo_hms,segundos,texto_original,texto_limpio,tramo,motivo_exclusion
101,00:12:30,750,"que físicamente se le ve un poco eh limitado, nunca, mejor dicho, creo que corrige mucho alguna laguna táctica de","que físicamente se le ve un poco eh limitado, nunca, mejor dicho, creo que corrige mucho alguna laguna táctica de",partido,
102,00:12:38,758,Rudiger. Es tan rápido militao que tapa esa espalda de Rudiger que a veces sale a zonas que no debe salir.,Rudiger. Es tan rápido militao que tapa esa espalda de Rudiger que a veces sale a zonas que no debe salir.,partido,
103,00:12:45,765,Vuelve a carburar ahora el Barça con acción desde la zona ancha del terreno de juego. Ahí tenemos a Kubarsí metiendo ese balón para Balde. Tiene que emplearse a fondo Rafiña ya recuperado.,Vuelve a carburar ahora el Barça con acción desde la zona ancha del terreno de juego. Ahí tenemos a Kubarsí metiendo ese balón para Balde. Tiene que emplearse a fondo Rafiña ya recuperado.,partido,
104,00:12:55,775,Jud Bellinga recuperando ese balón.,Jud Bellinga recuperando ese balón.,partido,
105,00:12:56,776,Buena presión de Valde. Lunin no quiere complicaciones. Saca ese balón largo.,Buena presión de Valde. Lunin no quiere complicaciones. Saca ese balón largo.,partido,
106,00:13:01,781,Ñigo Martínez se impone y ya la vuelve a tener el Barça. Otra recuperación del cuadro Cleéa. 10 para 11. Una de las señas de identidad desde que Hans Flick se ha hecho cargo del banquillo catalán.,Ñigo Martínez se impone y ya la vuelve a tener el Barça. Otra recuperación del cuadro Cleéa. 10 para 11. Una de las señas de identidad desde que Hans Flick se ha hecho cargo del banquillo catalán.,partido,
107,00:13:11,791,Jules Cundé con el balón. Gritos de Madrid. Madrid desde la grada. 11 minutos de la primera parte. Ritmo frenético. Robert Lewandowski. Posible falta. Militao empujando a Robert,Jules Cundé con el balón. Gritos de Madrid. Madrid desde la grada. 11 minutos de la primera parte. Ritmo frenético. Robert Lewandowski. Posible falta. Militao empujando a Robert,partido,
108,00:13:20,800,Lewandowski. Sánche Martínez autoritario. Señala la falta.,Lewandowski. Sánche Martínez autoritario. Señala la falta.,partido,
109,00:13:23,803,"Sí, tiene que estar autoritario Sche Martín. Hay jugadores aquí que miden mucho el árbitro porque su jerarquía en el fútbol no solo español sino mundial","Sí, tiene que estar autoritario Sche Martín. Hay jugadores aquí que miden mucho el árbitro porque su jerarquía en el fútbol no solo español sino mundial",partido,
110,00:13:31,811,"es muy alta y bueno, Sánchez Martínez creo que es un árbitro de la categoría de nuestro fútbol, la mejor liga del mundo, para llevar este clásico en los mejores derroteros posibles.","es muy alta y bueno, Sánchez Martínez creo que es un árbitro de la categoría de nuestro fútbol, la mejor liga del mundo, para llevar este clásico en los mejores derroteros posibles.",partido,
111,00:13:41,821,11 minutos de la primera mitad detrás de la portería de Andre Lunin. Así se ve el fútbol. A mí me encanta esa perspectiva.,11 minutos de la primera mitad detrás de la portería de Andre Lunin. Así se ve el fútbol. A mí me encanta esa perspectiva.,partido,
112,00:13:48,828,"Sí, es la perspectiva de portero, evidentemente. 11 minutos y medio.","Sí, es la perspectiva de portero, evidentemente. 11 minutos y medio.",partido,
113,00:13:51,831,"Rafiña para el golpeo. Vamos a ver la acción de estrategia. Ñigo Martínez para la prolongación. Cómo ha saltado Ñigo Martínez, incluso columpiándose encima","Rafiña para el golpeo. Vamos a ver la acción de estrategia. Ñigo Martínez para la prolongación. Cómo ha saltado Ñigo Martínez, incluso columpiándose encima",partido,
114,00:13:59,839,"de Jud Bellingham. Atrapó Luni. Bueno, pues hoy tenemos los dos porteros del clásico. No son ni Teresten ni Courtoisa, sino que André Lunin y Iñaki Peña, ya que hablas de porteros.","de Jud Bellingham. Atrapó Luni. Bueno, pues hoy tenemos los dos porteros del clásico. No son ni Teresten ni Courtoisa, sino que André Lunin y Iñaki Peña, ya que hablas de porteros.",partido,
115,00:14:09,849,"Sí, la tendencia de últimas temporadas.","Sí, la tendencia de últimas temporadas.",partido,
116,00:14:11,851,"Espera con ese balón de Militao. Llega Cubaría tocado, se la lleva Mbappé, va a buscar a Vaselina, era una opción, pero","Espera con ese balón de Militao. Llega Cubaría tocado, se la lleva Mbappé, va a buscar a Vaselina, era una opción, pero",partido,
117,00:14:19,859,Mbappé no ha encontrado el camino del gol. Segunda oportunidad para el equipo blanco con ese despeje a la remanguillé,Mbappé no ha encontrado el camino del gol. Segunda oportunidad para el equipo blanco con ese despeje a la remanguillé,partido,
118,00:14:26,866,de Paukarí. Otra vez los pases largos que pueden hacerle mucho daño al fútbol club Barcelona. No lo aprovecha Kilian,de Paukarí. Otra vez los pases largos que pueden hacerle mucho daño al fútbol club Barcelona. No lo aprovecha Kilian,partido,
119,00:14:34,874,"Mbappé, que no sé si estaba en cuestión de temporada juego Vinicius el inicio de la jugada, pero lo que hablábamos, ¿no? La tendencia estas últimas temporadas es que","Mbappé, que no sé si estaba en cuestión de temporada juego Vinicius el inicio de la jugada, pero lo que hablábamos, ¿no? La tendencia estas últimas temporadas es que",partido,
120,00:14:42,882,"ahora balón para la Millal. Vamos a ver el mano mano. Lamí, Lamí, Lamí, Lamí, Lamí, Lamí. No ha golpeado bien. Buena acción defensiva de Mendí encimando","ahora balón para la Millal. Vamos a ver el mano mano. Lamí, Lamí, Lamí, Lamí, Lamí, Lamí. No ha golpeado bien. Buena acción defensiva de Mendí encimando",partido,
121,00:14:50,890,sobre la miña mal. Esto es un espectáculo. 12 minutos y medio. El Madrid podría haber marcado ya un par de goles. El Barça uno como mínimo. Esto es,sobre la miña mal. Esto es un espectáculo. 12 minutos y medio. El Madrid podría haber marcado ya un par de goles. El Barça uno como mínimo. Esto es,partido,
122,00:14:59,899,"fútbol total. El clásico no está defraudando en cuanto a emociones de momentos sin cueles, pero esto solo ha hecho que arrancar. Esteban acabamos porque no hay tiempo.","fútbol total. El clásico no está defraudando en cuanto a emociones de momentos sin cueles, pero esto solo ha hecho que arrancar. Esteban acabamos porque no hay tiempo.",partido,
123,00:15:10,910,"Que la tendencia es que las plantillas son las que decidan los campeonatos, ¿no? Y el Madrid, el Barça, el clásico, se está produciendo ese hecho que ninguno de dos porteros, por cierto, los","Que la tendencia es que las plantillas son las que decidan los campeonatos, ¿no? Y el Madrid, el Barça, el clásico, se está produciendo ese hecho que ninguno de dos porteros, por cierto, los",partido,
124,00:15:18,918,"titulares, máximo nivel mundial, jueguen. Y hoy voy a focalizar mucho en ellos porque eh si un equipo pierde van","titulares, máximo nivel mundial, jueguen. Y hoy voy a focalizar mucho en ellos porque eh si un equipo pierde van",partido,
125,00:15:26,926,"a salir señalados. Principalmente Ñakiqui Peña tiene muchísimo que ganar hoy si hace un gran partido, eh, reforzar su posición a la portería, pero","a salir señalados. Principalmente Ñakiqui Peña tiene muchísimo que ganar hoy si hace un gran partido, eh, reforzar su posición a la portería, pero",partido,
126,00:15:34,934,"le veo dubitativo en esa defensa de espacios, no en otra cosa.","le veo dubitativo en esa defensa de espacios, no en otra cosa.",partido,
127,00:15:38,938,"Vemos a Rafiña como intenta liderar las operaciones. Así el cuero a la derecha para Lemin Yamal. Lamin Yamal recibe la presión de Mendí, también de Camavinga.","Vemos a Rafiña como intenta liderar las operaciones. Así el cuero a la derecha para Lemin Yamal. Lamin Yamal recibe la presión de Mendí, también de Camavinga.",partido,
128,00:15:47,947,Sigue proveesando el de Mataró. Se planta dentro del área como insiste.,Sigue proveesando el de Mataró. Se planta dentro del área como insiste.,partido,
129,00:15:51,951,Juscond balón para Pedri. Pedri va a rasear para Fermín. Mendí. Fermín ha tocado Rudiger. Juego eléctrico. Otra recuperación del Barça poniendo ese,Juscond balón para Pedri. Pedri va a rasear para Fermín. Mendí. Fermín ha tocado Rudiger. Juego eléctrico. Otra recuperación del Barça poniendo ese,partido,
130,00:16:00,960,"balón a buen recado Rafiña para Alejandro Valde. Cómo le persigue Bica para intentar recuperar incluso se había ido al suelo. Iñigo Martínez como repliega el Barça, cómo toca Iñaki Peña.","balón a buen recado Rafiña para Alejandro Valde. Cómo le persigue Bica para intentar recuperar incluso se había ido al suelo. Iñigo Martínez como repliega el Barça, cómo toca Iñaki Peña.",partido,
131,00:16:10,970,"Claro, es que Terestegen es mucho mejor que Inñaki Peña en los manos a manos, en las en las acciones cuando tiene que que salir, cuando tiene que que achicar. Me","Claro, es que Terestegen es mucho mejor que Inñaki Peña en los manos a manos, en las en las acciones cuando tiene que salir, cuando tiene que achicar. Me",partido,
132,00:16:19,979,"ha gustado muchísimo la gestión de su entrenador Mbappé. Peña, peña, Peña había fuera de juego.","ha gustado muchísimo la gestión de su entrenador Mbappé. Peña, peña, Peña había fuera de juego.",partido,
133,00:16:29,989,Pues menuda parada independientemente de la posición de offside desde el suelo.,Pues menuda parada independientemente de la posición de fuera de juego desde el suelo.,partido,
134,00:16:33,993,"Cómo ha levantado el brazo Iñaki Peña y otra vez al filo del gol, pero estaba en fuera de juego Kilian Mbappé por muy poquito, pero estaba en fuera de juego.","Cómo ha levantado el brazo Iñaki Peña y otra vez al filo del gol, pero estaba en fuera de juego Kilian Mbappé por muy poquito, pero estaba en fuera de juego.",partido,
135,00:16:43,1003,Y có Iñaki Peña aguanta en el primer palo y cómo levanta el brazo derecho.,Y có Iñaki Peña aguanta en el primer palo y cómo levanta el brazo derecho.,partido,
136,00:16:48,1008,"Brutal. Es muy importante el desplazamiento a la portería, Jordi.","Brutal. Es muy importante el desplazamiento a la portería, Jordi.",partido,
137,00:16:52,1012,"Desplazarte muy bien la uf, qué bien, eh, los perfiles y luego nunca abandonarte, nunca dejar de mirar el","Desplazarte muy bien la uf, qué bien, eh, los perfiles y luego nunca abandonarte, nunca dejar de mirar el",partido,
138,00:17:00,1020,"balón para intentar utilizar bien piernas, bien brazos, que es la diferencia o la ventaja que tienen los porteros dentro del área, poder utilizar","balón para intentar utilizar bien piernas, bien brazos, que es la diferencia o la ventaja que tienen los porteros dentro del área, poder utilizar",partido,
139,00:17:08,1028,"los brazos. Qué bien le va a venir a Ñakiqui Peña esa intervención y que bien le ha venido sobre todo la gestión de Hansy Free, no escogiendo a Chesny, sino manteniendo a Ñaki Peña, le ha reforzado","los brazos. Qué bien le va a venir a Ñakiqui Peña esa intervención y que bien le ha venido sobre todo la gestión de Hansy Free, no escogiendo a Chesny, sino manteniendo a Ñaki Peña, le ha reforzado",partido,
140,00:17:17,1037,"y eso para la posición de un portero, un portero, vamos a decir que inexperto como es Iñaki Peña en defender la portería del primer equipo del Barça,","y eso para la posición de un portero, un portero, vamos a decir que inexperto como es Iñaki Peña en defender la portería del primer equipo del Barça,",partido,
141,00:17:25,1045,"pues es muy importante. 15 minutos de la primera parte, 0 a0 desde Madrid para el mundo entero. 15 minutos con 0-0 con","pues es muy importante. 15 minutos de la primera parte, 0 a0 desde Madrid para el mundo entero. 15 minutos con 0-0 con",partido,
142,00:17:33,1053,"Condé Robert Lewandowski. Lewandowski todavía no ha podido rematar entre palos. Buena presión de Milita. Parece Camavinga. Falta, falta de Robert Lewandowski. Se lleva las manos a la","Condé Robert Lewandowski. Lewandowski todavía no ha podido rematar entre palos. Buena presión de Milita. Parece Camavinga. Falta, falta de Robert Lewandowski. Se lleva las manos a la",partido,
143,00:17:41,1061,"cabreza en directo. Parecía una falta bastante clara, una entrada por detrás.","cabreza en directo. Parecía una falta bastante clara, una entrada por detrás.",partido,
144,00:17:46,1066,La velocidad de ejecución del partido está siendo bastante importante. Supongo que de lo que se queja Robert Lewandowski es que exageró en la caída,La velocidad de ejecución del partido está siendo bastante importante. Supongo que de lo que se queja Robert Lewandowski es que exageró en la caída,partido,
145,00:17:54,1074,"según él. Y aquí vemos el pase para la min de Robert Lewandowski. Eh, y después la definición. Es error ahí, una","según él. Y aquí vemos el pase para la min de Robert Lewandowski. Eh, y después la definición. Es error ahí, una",partido,
